canonical_part_id,canonical_description,source,part_number
6edd9961-0af6-4c52-aa85-d17f44711665,Copper Shaft Seal Standard Configuration,Source3,SHAFTSEAL-40
7db6ad63-991d-4911-95c8-7d83bbf76051,Brass Flat Head Screw M12x1.0x50mm,Customer,ERP-1000069
7db6ad63-991d-4911-95c8-7d83bbf76051,Brass Flat Head Screw M12x1.0x50mm,Source3,FLATHEADSCREW-41
7db6ad63-991d-4911-95c8-7d83bbf76051,Brass Flat Head Screw M12x1.0x50mm,Source4,00049
4209f53a-08b0-43b6-86b7-4a8510b83f00,Carbon Steel Hex Nut Standard Configuration,Customer,ERP-1000070
4209f53a-08b0-43b6-86b7-4a8510b83f00,Carbon Steel Hex Nut Standard Configuration,Source1,FAS-HEXNUT-00039
4209f53a-08b0-43b6-86b7-4a8510b83f00,Carbon Steel Hex Nut Standard Configuration,Source2,99459A204
8f10d09c-c256-4e9c-bf99-cb998d71c5d0,Rubber Hose Standard Configuration,Customer,ERP-1000071
8f10d09c-c256-4e9c-bf99-cb998d71c5d0,Rubber Hose Standard Configuration,Source3,HOSE-42
56979d2f-093c-44a2-aac1-a5525bfab865,Carbon Steel Lock Washer Standard Configuration,Customer,ERP-1000072
56979d2f-093c-44a2-aac1-a5525bfab865,Carbon Steel Lock Washer Standard Configuration,Source3,LOCKWASHER-43
56979d2f-093c-44a2-aac1-a5525bfab865,Carbon Steel Lock Washer Standard Configuration,Source1,FAS-LOCKWASHER-00040
3f614154-f349-43e6-b15b-120d986d2506,Rubber Hose Standard Configuration,Customer,ERP-1000073
3f614154-f349-43e6-b15b-120d986d2506,Rubber Hose Standard Configuration,Source1,FAS-HOSE-00041
3f614154-f349-43e6-b15b-120d986d2506,Rubber Hose Standard Configuration,Source3,HOSE-44
69e84e38-69bb-422e-9049-ab152ec2e793,Rubber Fitting Standard Configuration,Customer,ERP-1000074
69e84e38-69bb-422e-9049-ab152ec2e793,Rubber Fitting Standard Configuration,Source4,00050
69e84e38-69bb-422e-9049-ab152ec2e793,Rubber Fitting Standard Configuration,Source1,FAS-FITTING-00042
dab3483a-482d-4009-a680-faabd7b20857,Rubber Fuse Standard Configuration,Customer,ERP-1000075
dab3483a-482d-4009-a680-faabd7b20857,Rubber Fuse Standard Configuration,Source3,FUSE-45
5e6bceb2-ec64-4f48-988f-87332584ecbc,Carbon Steel Socket Head Cap Screw M20x1.25x25mm (DIN 912),Customer,ERP-1000076
5e6bceb2-ec64-4f48-988f-87332584ecbc,Carbon Steel Socket Head Cap Screw M20x1.25x25mm (DIN 912),Source4,DIN 912-00051
5e6bceb2-ec64-4f48-988f-87332584ecbc,Carbon Steel Socket Head Cap Screw M20x1.25x25mm (DIN 912),Source1,FAS-SHCS-00043
fe5525db-8439-4ef7-984e-2adb5608ca65,Stainless Steel Set Screw M8x2.0x40mm,Customer,ERP-1000077
fe5525db-8439-4ef7-984e-2adb5608ca65,Stainless Steel Set Screw M8x2.0x40mm,Source3,SETSCREW-46
2ee9c725-d9f1-4a37-9c76-48c3ca6a4476,"Carbon Steel Socket Head Cap Screw 5/8""-13 x 2"" (DIN 912)",Customer,ERP-1000078
2ee9c725-d9f1-4a37-9c76-48c3ca6a4476,"Carbon Steel Socket Head Cap Screw 5/8""-13 x 2"" (DIN 912)",Source3,SHCS-47
a10e6ba5-11db-47ca-a983-4f2a2996beab,Plastic Fitting Standard Configuration,Customer,ERP-1000079
a10e6ba5-11db-47ca-a983-4f2a2996beab,Plastic Fitting Standard Configuration,Source4,00052
a10e6ba5-11db-47ca-a983-4f2a2996beab,Plastic Fitting Standard Configuration,Source1,FAS-FITTING-00044
70165c9b-4546-4f26-8301-6f82a2d9c71a,Needle Bearing Series 6204-2RS,Customer,ERP-1000080
70165c9b-4546-4f26-8301-6f82a2d9c71a,Needle Bearing Series 6204-2RS,Source2,99091A270
2cced44d-72b5-4f68-9bc7-5cceaf5c0690,Carbon Steel Lock Nut Standard Configuration,Customer,ERP-1000081
2cced44d-72b5-4f68-9bc7-5cceaf5c0690,Carbon Steel Lock Nut Standard Configuration,Source3,LOCKNUT-48
a1950a9c-8e31-41ea-b111-08f23500ecf0,Stainless Steel Threaded Rod Standard Configuration,Customer,ERP-1000082
a1950a9c-8e31-41ea-b111-08f23500ecf0,Stainless Steel Threaded Rod Standard Configuration,Source4,00053
d1a98ef0-9035-4c3c-bf61-f9f29c701989,Stainless Steel Flange Nut Standard Configuration,Customer,ERP-1000083
d1a98ef0-9035-4c3c-bf61-f9f29c701989,Stainless Steel Flange Nut Standard Configuration,Source2,96290A675
b7c04ea6-d763-4a66-b3d3-f307819e44d2,"Carbon Steel Socket Head Cap Screw 1/4""-16 x 1-1/2"" (DIN 912)",Customer,ERP-1000084
b7c04ea6-d763-4a66-b3d3-f307819e44d2,"Carbon Steel Socket Head Cap Screw 1/4""-16 x 1-1/2"" (DIN 912)",Source4,DIN 912-00054
efcff5de-26de-4d51-a53f-1b2e95106d79,Steel Gasket Standard Configuration,Customer,ERP-1000085
efcff5de-26de-4d51-a53f-1b2e95106d79,Steel Gasket Standard Configuration,Source2,91354A678
440a0017-05bf-4e4b-acc6-f17bba6570a5,Roller Bearing Series 6205-Open,Customer,ERP-1000086
440a0017-05bf-4e4b-acc6-f17bba6570a5,Roller Bearing Series 6205-Open,Source3,ROLLERBEARING-49
440a0017-05bf-4e4b-acc6-f17bba6570a5,Roller Bearing Series 6205-Open,Source4,00055
9230f56c-2010-4177-adaf-e192e9b6c27e,Copper Quick-Connect Standard Configuration,Customer,ERP-1000087
9230f56c-2010-4177-adaf-e192e9b6c27e,Copper Quick-Connect Standard Configuration,Source4,00056
9230f56c-2010-4177-adaf-e192e9b6c27e,Copper Quick-Connect Standard Configuration,Source2,99383A216
5f308414-6466-4d16-8cda-40c1c7c207b8,"Carbon Steel Hex Bolt 5/16""-13 x 1-1/2"" (DIN 931)",Customer,ERP-1000088
5f308414-6466-4d16-8cda-40c1c7c207b8,"Carbon Steel Hex Bolt 5/16""-13 x 1-1/2"" (DIN 931)",Source2,90681A878
5f308414-6466-4d16-8cda-40c1c7c207b8,"Carbon Steel Hex Bolt 5/16""-13 x 1-1/2"" (DIN 931)",Source4,DIN 931-00057
e72c82e8-3805-4b38-9f04-7637844d5788,Stainless Steel Flat Washer Standard Configuration,Customer,ERP-1000089
e72c82e8-3805-4b38-9f04-7637844d5788,Stainless Steel Flat Washer Standard Configuration,Source4,DIN 125-00058
839e24b8-252f-488e-a353-bba49845389f,Rubber Relay Standard Configuration,Customer,ERP-1000090
839e24b8-252f-488e-a353-bba49845389f,Rubber Relay Standard Configuration,Source2,97193A986
c87d7801-73aa-406b-a26d-b93eadf002c3,Carbon Steel Threaded Rod Standard Configuration,Customer,ERP-1000091
c87d7801-73aa-406b-a26d-b93eadf002c3,Carbon Steel Threaded Rod Standard Configuration,Source3,THREADEDROD-50
d315c4bb-f948-4b9f-b16c-939a731aef9c,Plastic Terminal Standard Configuration,Customer,ERP-1000092
d315c4bb-f948-4b9f-b16c-939a731aef9c,Plastic Terminal Standard Configuration,Source3,TERMINAL-51
d315c4bb-f948-4b9f-b16c-939a731aef9c,Plastic Terminal Standard Configuration,Source4,00059
5f97dd1f-0af8-4a89-a905-93baaf2c53b4,Rubber Terminal Standard Configuration,Customer,ERP-1000093
5f97dd1f-0af8-4a89-a905-93baaf2c53b4,Rubber Terminal Standard Configuration,Source1,FAS-TERMINAL-00045
5f97dd1f-0af8-4a89-a905-93baaf2c53b4,Rubber Terminal Standard Configuration,Source2,98720A387
ab9acf2a-582c-4aed-860f-dc0afe482577,Brass Flat Washer Standard Configuration,Customer,ERP-1000094
ab9acf2a-582c-4aed-860f-dc0afe482577,Brass Flat Washer Standard Configuration,Source4,DIN 125-00060
ab9acf2a-582c-4aed-860f-dc0afe482577,Brass Flat Washer Standard Configuration,Source1,FAS-FLATWASHER-00046
5eabaaf2-7058-4d76-82ea-e831bf654185,Stainless Steel Threaded Rod Standard Configuration,Customer,ERP-1000095
5eabaaf2-7058-4d76-82ea-e831bf654185,Stainless Steel Threaded Rod Standard Configuration,Source4,00061
5eabaaf2-7058-4d76-82ea-e831bf654185,Stainless Steel Threaded Rod Standard Configuration,Source2,94543A987
b6413d68-d622-4544-b8f8-830f3c695e39,Stainless Steel Set Screw M5x2.0x25mm,Customer,ERP-1000096
b6413d68-d622-4544-b8f8-830f3c695e39,Stainless Steel Set Screw M5x2.0x25mm,Source4,00062
b6413d68-d622-4544-b8f8-830f3c695e39,Stainless Steel Set Screw M5x2.0x25mm,Source2,95277A948
f9303d94-2d03-4a01-ad80-2c4f61fcf79c,Carbon Steel Lock Washer Standard Configuration,Customer,ERP-1000097
f9303d94-2d03-4a01-ad80-2c4f61fcf79c,Carbon Steel Lock Washer Standard Configuration,Source2,92329A691
f9303d94-2d03-4a01-ad80-2c4f61fcf79c,Carbon Steel Lock Washer Standard Configuration,Source3,LOCKWASHER-52
3011ebc2-8d9f-4278-9bb2-ef521be928a1,Ball Bearing Series 6203-Open,Customer,ERP-1000098
3011ebc2-8d9f-4278-9bb2-ef521be928a1,Ball Bearing Series 6203-Open,Source4,00063
834a780f-ed32-4630-9bac-f53eba5a0553,Bearing Housing Series 6203-Open,Customer,ERP-1000099
834a780f-ed32-4630-9bac-f53eba5a0553,Bearing Housing Series 6203-Open,Source4,00064
9ac28a45-ed91-4759-b376-d0b33fb3e554,Steel Switch Standard Configuration,Customer,ERP-1000100
9ac28a45-ed91-4759-b376-d0b33fb3e554,Steel Switch Standard Configuration,Source3,SWITCH-53
59f0c7e7-f7c4-4391-ac61-4742e35913d4,Steel Cylinder Standard Configuration,Customer,ERP-1000101
59f0c7e7-f7c4-4391-ac61-4742e35913d4,Steel Cylinder Standard Configuration,Source4,00065
59f0c7e7-f7c4-4391-ac61-4742e35913d4,Steel Cylinder Standard Configuration,Source2,97511A750
5dd6e4b0-b0df-4f6b-83a6-55a4b5e7b9e8,Plastic Relay Standard Configuration,Customer,ERP-1000102
5dd6e4b0-b0df-4f6b-83a6-55a4b5e7b9e8,Plastic Relay Standard Configuration,Source4,00066
dde87250-5d75-46ac-ade0-b89cbf3e1617,Needle Bearing Series 6205-2RS,Customer,ERP-1000103
dde87250-5d75-46ac-ade0-b89cbf3e1617,Needle Bearing Series 6205-2RS,Source2,93470A606
327551f6-874b-4f0f-b126-e284a73b00b2,Carbon Steel Lock Nut Standard Configuration,Customer,ERP-1000104
327551f6-874b-4f0f-b126-e284a73b00b2,Carbon Steel Lock Nut Standard Configuration,Source1,FAS-LOCKNUT-00047
327551f6-874b-4f0f-b126-e284a73b00b2,Carbon Steel Lock Nut Standard Configuration,Source2,92139A679
e756bf71-fe37-4cd4-993f-556b5d7019c3,Carbon Steel Set Screw M8x0.8x50mm,Customer,ERP-1000105
e756bf71-fe37-4cd4-993f-556b5d7019c3,Carbon Steel Set Screw M8x0.8x50mm,Source4,00067
1df5a09d-2192-4ae1-b8f4-bab761945bb7,Carbon Steel Lock Washer Standard Configuration,Customer,ERP-1000106
1df5a09d-2192-4ae1-b8f4-bab761945bb7,Carbon Steel Lock Washer Standard Configuration,Source2,90266A227
3121ae77-b6ea-488a-90bc-1ae8d93c362b,Carbon Steel Flange Nut Standard Configuration,Customer,ERP-1000107
3121ae77-b6ea-488a-90bc-1ae8d93c362b,Carbon Steel Flange Nut Standard Configuration,Source2,97009A307
3121ae77-b6ea-488a-90bc-1ae8d93c362b,Carbon Steel Flange Nut Standard Configuration,Source1,FAS-FLANGENUT-00048
d970d337-2d85-4288-8e50-8c8d85fba6b9,Steel Quick-Connect Standard Configuration,Customer,ERP-1000108
d970d337-2d85-4288-8e50-8c8d85fba6b9,Steel Quick-Connect Standard Configuration,Source3,QUICK-CONNECT-54
d970d337-2d85-4288-8e50-8c8d85fba6b9,Steel Quick-Connect Standard Configuration,Source2,96092A780
856dd42c-f43f-48b1-966e-3f8b7bf0dec6,Carbon Steel Lock Nut Standard Configuration,Customer,ERP-1000109
856dd42c-f43f-48b1-966e-3f8b7bf0dec6,Carbon Steel Lock Nut Standard Configuration,Source1,FAS-LOCKNUT-00049
856dd42c-f43f-48b1-966e-3f8b7bf0dec6,Carbon Steel Lock Nut Standard Configuration,Source2,97032A771
1895f6b5-2547-4219-a809-bc3258807b9c,Copper Cylinder Standard Configuration,Customer,ERP-1000110
1895f6b5-2547-4219-a809-bc3258807b9c,Copper Cylinder Standard Configuration,Source3,CYLINDER-55
1895f6b5-2547-4219-a809-bc3258807b9c,Copper Cylinder Standard Configuration,Source4,00068
4f540e34-8a7d-4d12-a669-501b8fc7a75d,Carbon Steel Hex Nut Standard Configuration,Customer,ERP-1000111
4f540e34-8a7d-4d12-a669-501b8fc7a75d,Carbon Steel Hex Nut Standard Configuration,Source1,FAS-HEXNUT-00050
4f540e34-8a7d-4d12-a669-501b8fc7a75d,Carbon Steel Hex Nut Standard Configuration,Source3,HEXNUT-56
22fc801b-51b6-4419-8d62-ae675fba99ca,Carbon Steel Lock Nut Standard Configuration,Customer,ERP-1000112
22fc801b-51b6-4419-8d62-ae675fba99ca,Carbon Steel Lock Nut Standard Configuration,Source2,97826A172
1a11eced-c16f-4b89-a35f-7e5f63026611,Copper Terminal Standard Configuration,Customer,ERP-1000113
1a11eced-c16f-4b89-a35f-7e5f63026611,Copper Terminal Standard Configuration,Source2,95133A476
1a11eced-c16f-4b89-a35f-7e5f63026611,Copper Terminal Standard Configuration,Source3,TERMINAL-57
2081a390-ed1b-4da8-997c-d00ac59f888c,Copper Quick-Connect Standard Configuration,Customer,ERP-1000114
2081a390-ed1b-4da8-997c-d00ac59f888c,Copper Quick-Connect Standard Configuration,Source4,00069
c2201b9b-c098-49fb-a24d-660c22bcf4b3,Stainless Steel Flange Nut Standard Configuration,Customer,ERP-1000115
c2201b9b-c098-49fb-a24d-660c22bcf4b3,Stainless Steel Flange Nut Standard Configuration,Source1,FAS-FLANGENUT-00051
e673214a-31b6-4235-ad54-dd3c8702881b,Carbon Steel Hex Nut Standard Configuration,Customer,ERP-1000116
e673214a-31b6-4235-ad54-dd3c8702881b,Carbon Steel Hex Nut Standard Configuration,Source2,95753A839
e673214a-31b6-4235-ad54-dd3c8702881b,Carbon Steel Hex Nut Standard Configuration,Source3,HEXNUT-58
f122a750-c363-4b94-83c2-cda22b47c910,Carbon Steel Lock Nut Standard Configuration,Customer,ERP-1000117
f122a750-c363-4b94-83c2-cda22b47c910,Carbon Steel Lock Nut Standard Configuration,Source1,FAS-LOCKNUT-00052
f122a750-c363-4b94-83c2-cda22b47c910,Carbon Steel Lock Nut Standard Configuration,Source4,00070
3f423d51-ade3-4886-8168-8073047e4007,Carbon Steel Flange Nut Standard Configuration,Customer,ERP-1000118
3f423d51-ade3-4886-8168-8073047e4007,Carbon Steel Flange Nut Standard Configuration,Source1,FAS-FLANGENUT-00053
3f423d51-ade3-4886-8168-8073047e4007,Carbon Steel Flange Nut Standard Configuration,Source2,96291A459
ddc22972-be4b-484e-b0d1-d7c46854d22c,Stainless Steel Lock Washer Standard Configuration,Customer,ERP-1000119
ddc22972-be4b-484e-b0d1-d7c46854d22c,Stainless Steel Lock Washer Standard Configuration,Source3,LOCKWASHER-59
ddc22972-be4b-484e-b0d1-d7c46854d22c,Stainless Steel Lock Washer Standard Configuration,Source2,99846A714
446268df-91ac-42fe-9d7b-e84db749273a,Stainless Steel Socket Head Cap Screw M8x1.25x10mm (DIN 912),Customer,ERP-1000120
446268df-91ac-42fe-9d7b-e84db749273a,Stainless Steel Socket Head Cap Screw M8x1.25x10mm (DIN 912),Source2,94942A310
7279be45-ab46-438d-bc0f-867e15ec949a,Stainless Steel Flat Washer Standard Configuration,Customer,ERP-1000121
7279be45-ab46-438d-bc0f-867e15ec949a,Stainless Steel Flat Washer Standard Configuration,Source2,96322A215
7279be45-ab46-438d-bc0f-867e15ec949a,Stainless Steel Flat Washer Standard Configuration,Source1,FAS-FLATWASHER-00054
d3d64946-0c54-4f9c-9943-1c90628ee767,Carbon Steel Hex Nut Standard Configuration,Customer,ERP-1000122
d3d64946-0c54-4f9c-9943-1c90628ee767,Carbon Steel Hex Nut Standard Configuration,Source1,FAS-HEXNUT-00055
38628ff6-20d3-42d8-8e33-574d3babf47a,Ball Bearing Series 6200-Open,Customer,ERP-1000123
38628ff6-20d3-42d8-8e33-574d3babf47a,Ball Bearing Series 6200-Open,Source2,99312A530
38628ff6-20d3-42d8-8e33-574d3babf47a,Ball Bearing Series 6200-Open,Source4,00071
d6d957f6-2b55-42b9-a80b-54acada3210e,Brass Hex Nut Standard Configuration,Customer,ERP-1000124
d6d957f6-2b55-42b9-a80b-54acada3210e,Brass Hex Nut Standard Configuration,Source2,99623A169
c32826b3-53de-4082-ae88-13ae0718bc66,Stainless Steel Set Screw M5x1.5x16mm,Customer,ERP-1000125
c32826b3-53de-4082-ae88-13ae0718bc66,Stainless Steel Set Screw M5x1.5x16mm,Source3,SETSCREW-60
c32826b3-53de-4082-ae88-13ae0718bc66,Stainless Steel Set Screw M5x1.5x16mm,Source2,96806A533
cfd28283-dbee-461f-b1d4-5f7e8d963061,Rubber Switch Standard Configuration,Customer,ERP-1000126
cfd28283-dbee-461f-b1d4-5f7e8d963061,Rubber Switch Standard Configuration,Source1,FAS-SWITCH-00056
cfd28283-dbee-461f-b1d4-5f7e8d963061,Rubber Switch Standard Configuration,Source2,95077A180
e380cf60-9dae-4237-85e4-98978e60df94,Needle Bearing Series 6200-2RS,Customer,ERP-1000127
e380cf60-9dae-4237-85e4-98978e60df94,Needle Bearing Series 6200-2RS,Source2,96401A700
e380cf60-9dae-4237-85e4-98978e60df94,Needle Bearing Series 6200-2RS,Source1,FAS-NEEDLEBEARING-00057
333980a3-1b56-4578-b487-d05c808b815a,Steel Connector Standard Configuration,Customer,ERP-1000128
333980a3-1b56-4578-b487-d05c808b815a,Steel Connector Standard Configuration,Source3,CONNECTOR-61
333980a3-1b56-4578-b487-d05c808b815a,Steel Connector Standard Configuration,Source4,00072
7b54d63a-afd3-4359-b6a8-b36dcbad4314,Thrust Bearing Series 6201-Open,Customer,ERP-1000129
7b54d63a-afd3-4359-b6a8-b36dcbad4314,Thrust Bearing Series 6201-Open,Source4,00073
7b54d63a-afd3-4359-b6a8-b36dcbad4314,Thrust Bearing Series 6201-Open,Source3,THRUSTBEARING-62
9b58204e-f943-44ea-93c6-740811528614,Needle Bearing Series 6203-2RS,Customer,ERP-1000130
9b58204e-f943-44ea-93c6-740811528614,Needle Bearing Series 6203-2RS,Source4,00074
9b58204e-f943-44ea-93c6-740811528614,Needle Bearing Series 6203-2RS,Source2,91956A112
2791ace7-ea57-4cc2-8133-89142f003df0,Carbon Steel Flange Nut Standard Configuration,Customer,ERP-1000131
49756257-10d9-4beb-ab5e-749083c38c21,Carbon Steel Threaded Rod Standard Configuration,Customer,ERP-1000132
2ca326c5-ab5d-435f-9615-cb67fcb5cb94,Rubber Lubricant Standard Configuration,Customer,ERP-1000133
606be331-7ad3-4ef0-9d32-c30319a9ed19,Stainless Steel Threaded Rod Standard Configuration,Customer,ERP-1000134
1165d677-64b1-45ff-8fcc-4770038006f3,Rubber Wire Standard Configuration,Customer,ERP-1000135
8238c0db-d9a7-4e1f-8313-61497a45aa88,"Brass Set Screw 5/16""-28 x 2""",Customer,ERP-1000136
8609b709-9c33-452b-8a59-2ff6b4d904e8,Needle Bearing Series 6204-2RS,Customer,ERP-1000137
12ad11cb-e3b4-4f32-adcf-ead989f76391,Nylon O-Ring 36mm ID x 2.0mm CS,Customer,ERP-1000138
050c99a1-bf54-4861-aba4-bb7d1469f7aa,Carbon Steel Lock Washer Standard Configuration,Customer,ERP-1000139
9ff86cf7-da2e-4c20-8f3b-6802ebdbac3d,Steel Wire Standard Configuration,Customer,ERP-1000140
421aaa43-b597-43c7-b805-a91be12bcd7f,Rubber Gasket Standard Configuration,Customer,ERP-1000141
27b77139-4d2c-4d8f-b3c0-0332e9368cef,Rubber Adhesive Standard Configuration,Customer,ERP-1000142
e618fe03-7b15-4633-981d-c5f0fed14738,Plastic Clip Standard Configuration,Customer,ERP-1000143
2148f294-46a8-4d16-8873-6b7227579a2a,Plastic Connector Standard Configuration,Customer,ERP-1000144
1b525f35-cb8a-44be-9145-aa89c5f6b98f,Brass Hex Nut Standard Configuration,Customer,ERP-1000145
5436e434-5091-4d0a-a1df-a37fa78ad3bc,Rubber Wire Standard Configuration,Customer,ERP-1000146
378190d7-15d4-4da7-bebb-7be40a7f0340,Brass Threaded Rod Standard Configuration,Customer,ERP-1000147
6119b4de-c64c-4f04-a722-6001e57e6e57,Rubber Hose Standard Configuration,Customer,ERP-1000148
54100aaa-adbc-42a6-af15-aaa5f754deee,Steel Valve Standard Configuration,Customer,ERP-1000149
16f7cd06-768a-4248-a894-1048fd69951d,"Carbon Steel Hex Bolt 1/4""-28 x 3/4"" (DIN 933)",Customer,ERP-1000150
f7f73e2a-d0e4-4636-b791-006d3ea443a2,Brass Lock Nut Standard Configuration,Customer,ERP-1000151
40184ff5-ab0e-45a6-a5a5-8bb0b0ee69e5,Roller Bearing Series 6203-Open,Customer,ERP-1000152
aeda528c-b37a-4a07-93c3-95338b0f2d78,Stainless Steel Hex Nut Standard Configuration,Customer,ERP-1000153
20ed2105-8ce4-4fb3-8a55-23f5f1a7abfa,Stainless Steel Flat Washer Standard Configuration,Customer,ERP-1000154
3920295f-2b7c-4b30-b71a-232b9ec8cf26,Brass Lock Nut Standard Configuration,Customer,ERP-1000155
8e6c8e3c-9373-4245-95e0-a518491e8901,Stainless Steel Hex Nut Standard Configuration,Customer,ERP-1000156
b50c2cf7-9e37-4e3d-9699-7a9f6b719c67,Rubber Cylinder Standard Configuration,Customer,ERP-1000157
fddb5a7b-4395-4bc9-9bed-25cadd16b3ba,Bearing Housing Series 6202-ZZ,Customer,ERP-1000158
88c5e8f6-16df-49b2-889c-106d3f74477c,Rubber Clip Standard Configuration,Customer,ERP-1000159
7c9dbac5-255c-4988-9c31-e8e764de5bdf,Rubber Switch Standard Configuration,Customer,ERP-1000160
8105e2bd-4023-4072-bb55-c664010a5af1,Plastic Terminal Standard Configuration,Customer,ERP-1000161
1eda12b9-31bd-4acd-a2d7-3d1e4c393535,Rubber Switch Standard Configuration,Customer,ERP-1000162
9751802a-00c4-4035-953f-da79ca2516c4,Rubber Hose Standard Configuration,Customer,ERP-1000163
b7d037b2-b8a1-4e6e-b7f5-e503cbd700d5,Rubber Connector Standard Configuration,Customer,ERP-1000164
f0a1fab5-0c4b-4d37-be46-11cd96fce541,"Brass Set Screw 1/4""-18 x 1""",Customer,ERP-1000165
47c5bd56-b8bc-4223-9eea-6cf57c4d9215,Brass Flange Nut Standard Configuration,Customer,ERP-1000166
5d620b97-f3b7-4203-835e-728cbef44ea6,Steel Shaft Seal Standard Configuration,Customer,ERP-1000167
aa736da0-95c1-437a-880d-9a95f91147f3,Ball Bearing Series 6204-ZZ,Customer,ERP-1000168
62ba96a4-4238-49d1-8edc-9c140b82557a,Steel Gasket Standard Configuration,Customer,ERP-1000169
c34e6e0f-6849-4cad-ab98-3b64e06d21c8,Carbon Steel Flat Washer Standard Configuration,Customer,ERP-1000170
4abf17b3-9c87-48bb-b836-38a652330746,Steel Shaft Seal Standard Configuration,Customer,ERP-1000171
23a2c69b-de71-44b6-bc04-c09fbd0682fe,Copper Valve Standard Configuration,Customer,ERP-1000172
97ed56e3-06b2-49db-aa72-6921f1d4b04b,Brass Hex Nut Standard Configuration,Customer,ERP-1000173
21079c8d-29d8-41de-8a3e-842b909b014b,Brass Threaded Rod Standard Configuration,Customer,ERP-1000174
d10a832e-c1a8-4797-a3cc-085900dda9c1,Carbon Steel Threaded Rod Standard Configuration,Customer,ERP-1000175
289d2b15-a51a-4b0a-884a-95d8e36f995b,Copper Connector Standard Configuration,Customer,ERP-1000176
90b06a08-d78b-47e1-8ce5-711759944a19,"Carbon Steel Set Screw 1/2""-13 x 1-1/4""",Customer,ERP-1000177
76257704-393e-4b30-94b8-6d0c5a092b94,Steel Gasket Standard Configuration,Customer,ERP-1000178
6922386b-413b-4826-af20-83a547293cd3,Rubber Gasket Standard Configuration,Customer,ERP-1000179
b99adc33-c45e-45c5-baa1-075f3c5dbefd,"Stainless Steel Socket Head Cap Screw 1/4""-24 x 3/4"" (DIN 912)",Customer,ERP-1000180
2a4fab1e-fffc-4d07-99fa-cb5a8a2ecb8e,Bearing Housing Series 6205-ZZ,Source1,FAS-BEARINGHOUSING-00058
592f86b3-fae0-4c67-8dfc-77d795c2120c,Stainless Steel Flange Nut Standard Configuration,Source4,00075
3ad28480-d93c-4723-9cb1-6d57d3b28ac4,Needle Bearing Series 6201-Open,Source4,00076
3ad28480-d93c-4723-9cb1-6d57d3b28ac4,Needle Bearing Series 6201-Open,Source2,96819A837
3eabbd30-c1aa-44b4-95d0-fda9874b48e0,"Carbon Steel Socket Head Cap Screw 1/4""-16 x 1-1/2"" (DIN 912)",Source3,SHCS-63
0dda6243-a820-4c9b-bbe6-3bbac777f1ae,Copper Switch Standard Configuration,Source2,92938A328
0dda6243-a820-4c9b-bbe6-3bbac777f1ae,Copper Switch Standard Configuration,Source4,00077
0dda6243-a820-4c9b-bbe6-3bbac777f1ae,Copper Switch Standard Configuration,Source3,SWITCH-64
06164eee-b8a8-4c07-ac3e-b63bfd0638b9,Needle Bearing Series 6202-Open,Source3,NEEDLEBEARING-65
06164eee-b8a8-4c07-ac3e-b63bfd0638b9,Needle Bearing Series 6202-Open,Source2,96044A305
06164eee-b8a8-4c07-ac3e-b63bfd0638b9,Needle Bearing Series 6202-Open,Source1,FAS-NEEDLEBEARING-00059
9ae4b7d2-bf09-41b5-b6cf-934988dc8c77,Plastic Wire Standard Configuration,Source1,FAS-WIRE-00060
9ae4b7d2-bf09-41b5-b6cf-934988dc8c77,Plastic Wire Standard Configuration,Source2,99694A605
5618cf83-6231-490c-bf6c-1f785a3404f5,"Brass Flat Head Screw 1/4""-18 x 2""",Source4,00078
e472427c-9fb6-4e93-a5b0-afb48101bee6,Ball Bearing Series 6203-2RS,Source3,BALLBEARING-66
d8eccb54-73eb-44a3-8b98-5070080a951d,"Carbon Steel Flat Head Screw 3/8""-18 x 1-1/2""",Source2,98872A454
d8eccb54-73eb-44a3-8b98-5070080a951d,"Carbon Steel Flat Head Screw 3/8""-18 x 1-1/2""",Source1,FAS-FLATHEADSCREW-00061
6b1bec1a-c1bb-49ae-9ed9-01c09ed7e17d,Stainless Steel Hex Bolt M4x0.8x30mm (DIN 931),Source1,FAS-HB-00062
5d81f418-2c02-42ea-aeb1-5dd76fa5a0b6,Copper Shaft Seal Standard Configuration,Source4,00079
5d81f418-2c02-42ea-aeb1-5dd76fa5a0b6,Copper Shaft Seal Standard Configuration,Source3,SHAFTSEAL-67
8729d0cf-1e0e-4a2e-a217-f4ba66d7c8ae,Brass Set Screw M12x2.0x16mm,Source2,93361A642
8729d0cf-1e0e-4a2e-a217-f4ba66d7c8ae,Brass Set Screw M12x2.0x16mm,Source1,FAS-SETSCREW-00063
d3d80af8-1eef-455c-8b25-a9cef6266ffe,Carbon Steel Threaded Rod Standard Configuration,Source3,THREADEDROD-68
d3d80af8-1eef-455c-8b25-a9cef6266ffe,Carbon Steel Threaded Rod Standard Configuration,Source1,FAS-THREADEDROD-00064
a4a224e0-36b8-4325-a30c-6141802ba700,Brass Flange Nut Standard Configuration,Source4,00080
ff604fb3-d244-41a7-8a7a-e22d1bc76b84,Stainless Steel Hex Nut Standard Configuration,Source4,00081
ff604fb3-d244-41a7-8a7a-e22d1bc76b84,Stainless Steel Hex Nut Standard Configuration,Source2,97511A865
ff604fb3-d244-41a7-8a7a-e22d1bc76b84,Stainless Steel Hex Nut Standard Configuration,Source3,HEXNUT-69
